Index,L1,L2,L3,L4,L5,L6,L7,L8,L9,A1,A2,A3,A4,A5,A6,A7,A8,R1,R2,R3,R4,R5,R6,R7,R8,t,L,max_deflection (mm)
5259,0.7,3.9,19.9,6.2,1.3,26,27,0.24,0.92,102.31,99.16,99.89,101.3,98.21,103.52,93.78,104,7.4,6.8,7.6,6.2,7.4,7.6,7.6,6.2,1.2,914,114.190299987793
1598,6.3,1,3.1,2.4,11.1,30,30,2.89,4.8,127.61,111.39,122.33,124.93,119.65,126.73,112.59,117.48,6.2,6.8,8,6.6,6.2,8,7.6,6.6,1.5,960,138.213668823242
13156,5.9,12.4,27.3,9.4,11,34,25.5,-3.63,-5.07,99.4,98.49,101.85,100.77,98.18,94.4,109.45,105.65,7.8,7.2,6.4,6.6,7.8,7,6,7.2,1.8,990,102.619926452637
4302,5.5,10.1,0.1,14.6,0.7,31.5,29.5,-13.41,0.97,94.15,89.71,96.22,90.32,89.87,88.13,93.87,81.38,8,6.6,6.4,8,7.6,7,7.8,7.6,1.4,910,133.196060180664
6381,6.3,6.5,14.2,3.1,4.6,26,25,2.65,2.06,99.2,99.87,105.04,105.36,102.67,97.02,99.1,99.8,8,7.2,8,6.2,7.2,6,6.6,7.8,1.7,928,99.8573379516602
10897,21.9,2.9,33.9,1.7,19.8,33.5,31,24.29,0.28,96.73,97.41,149.91,152.76,144.8,145.87,101.48,100.87,7.8,6.8,7.2,7.2,7.6,7,6,7,1.2,968,160.672012329102
15585,6,11.2,9.6,8.2,4.5,26,35,18.2,-3.07,97.61,98,128.28,127.95,128.28,125.89,104.03,102.29,6,7.2,7.2,6.8,7.4,8,7.6,7.8,1.5,922,143.883636474609
5053,2.1,1.2,5.7,1.6,6.6,27,25.5,3.27,0,67.23,96.63,102.11,93.17,109.4,99.6,99.3,100.47,7,7.2,7.6,8,6.8,6.6,7.6,7.4,1.7,900,132.31559753418
10817,16.5,4.9,18.8,7.2,17.4,31.5,34,3.67,-8.05,95.92,98,99.56,98.2,102.31,99,98.01,98.4,7.4,7.8,7.6,7.2,7.6,6.4,6.6,8,1.8,996,95.3878555297852
12125,1.7,1,0.5,2.9,5.3,31,26.5,3.14,4.13,99.79,92.05,105.17,101.3,102.81,102.92,95.48,96.83,7.4,6.2,7.4,6,7,6,6.2,8,1.3,1016,120.630805969238
13977,4,4.8,14.8,3.3,5.8,27.5,31,2.62,2.07,100.09,97.41,102.55,101.95,101.53,100.38,99.6,100,7.8,7.8,7.8,7.8,8,6.2,6,7.6,1.2,988,165.249877929688
967,1.5,3.8,21.3,3.2,3.1,32.5,32,0.24,0.98,102.31,96.62,100.09,98.5,97.12,104.45,94.35,102.13,7.6,7.6,7.6,6,7.8,7.4,6.6,6.6,1.4,994,115.987411499023
4898,4,0.3,2.2,2.6,11,33.5,29,3.03,0,67.84,97.12,99.88,94.49,111.38,102.21,101.4,99.68,6.6,8,7.2,8,8,7.4,6.6,6.4,1.4,1034,126.496612548828
16387,1.8,3.3,1.2,3.2,7.2,33.5,27.5,4.11,0.72,105.06,103.73,102.1,100.17,106.08,91.16,112.12,108.98,7.4,6.6,6.4,7.6,6.6,6.2,6.6,7.4,1.2,938,156.534805297852
15703,1.4,6.9,2.3,2,4.1,29,30,0.59,0,69.55,100.49,108.39,122.33,93.63,114.17,96.59,66.35,7.8,7,7,7.2,7.4,6,6.4,6.6,1.8,1044,110.59342956543
15228,17.5,7.9,22,7.2,14.7,25,32.5,3.18,-7.3,94.76,96.73,96.24,98.99,101.4,98.01,100.19,96.63,6.8,6.8,6.2,6.4,7.6,7.6,6.2,6.4,1.6,900,105.568756103516
13538,5.7,1.3,0.2,1.6,0.9,30,33,3.91,2.99,97.76,107.52,85.59,102.98,98.29,105.26,91.22,98.9,7,7.8,7.2,6.4,6,7.2,7.2,6.4,1.6,1050,111.107933044434
6373,0.8,1.5,1.8,3,0.8,35,30.5,4.18,2.9,98.15,107.2,84.82,103.81,96.53,108.27,91.86,101.8,7,8,6.2,7.6,7.6,7,7,7.2,1.5,1042,110.003707885742
14516,9.7,8.7,25.3,11.1,11,31,27.5,-3.72,-4.87,98.7,99.67,104.02,101.28,97.5,94.5,108.89,105.75,7,6,8,7.2,7.2,6.8,7.4,6.4,1.2,1000,113.433135986328
3334,0.8,5,1.8,6.5,3.3,29,30.5,1.83,-4.86,96.73,100.8,101.1,100.98,105.87,98.77,109.12,104.54,7.8,6.6,6.8,7.2,6.4,7,7.8,6.6,1.6,1050,144.704986572266
8478,2.9,3,18.6,7.9,4.6,32,29,0.27,1.09,100.19,99.06,101.08,99.2,98.8,104.04,93.97,103.06,6.8,7.8,6.4,6.6,7.8,6.2,7.6,7.8,1.2,1004,116.011291503906
16954,1.6,6.4,0.3,6.5,0.8,34,30.5,2.13,-5.42,100.27,101.81,99.78,104.04,106.18,99.26,108.48,101.33,6.4,7.8,6.2,7.8,8,7.8,7.8,7.6,1.8,908,105.780265808106
6610,4.3,4.7,1.6,4.1,1.7,25.5,32,1.9,-5.17,100.37,100.59,102.31,100.36,103.68,95.94,109.34,103.71,7,7,7,8,7,6.6,6.2,7.4,1.2,950,159.203231811523
13630,7,1.3,2.5,2.3,3.3,34.5,30.5,-2.93,0,65.84,97.47,104.02,102.47,102.62,102.31,98.5,59.77,7.2,6.4,7.2,6,6.6,6.2,6,6.4,1.3,1058,157.416229248047
11227,5.2,11.5,8.4,6,7.9,27,32,21.28,-3.1,99.58,96.24,129.85,132.78,131.12,126.53,100.94,103.73,7.4,7.8,6.2,7.6,6.2,7.6,7.6,8,1.7,1046,160.066360473633
17000,2,13.1,2.1,14.4,2.9,30.5,33.5,-12.32,1.07,95.01,88.54,98.34,93.35,90.05,86.39,92.19,82.2,6.2,6.2,8,6.6,7.4,7.2,6.8,6.6,1.7,1026,100.13631439209
1332,6.9,9.7,0.6,9.5,0.3,27,25,0,-4.34,119.62,110.48,89.85,106.59,99.79,118.93,80.62,91.76,7,8,7,7.4,7.4,6.4,6.4,6.4,1.5,1030,116.797271728516
1108,1.2,4.8,23.5,7.4,1.4,27,26.5,0.27,1.09,99.48,96.62,100.88,102,97.22,103.73,95.21,105.98,7.8,6.8,8,7.4,6,6,7.2,7.2,1.5,1028,150.540725708008
14073,20.3,3.3,29.4,1.4,18.9,25.5,27.5,23.42,0.3,98.2,100.69,151.89,156,144.09,142.42,101.58,103.53,6.4,7.2,7.4,7.6,6.8,6.8,6.6,6.2,1.7,972,139.706497192383
5843,4.3,2.1,0.4,4.2,5,25,31,3.9,3.07,98.54,108.38,85.16,102.56,97.7,107.3,89.87,100.8,6,7,6.2,7.6,6.2,6.4,6.4,6.2,1.5,1048,118.497901916504
4638,2.4,12,2.4,7.5,0.7,34,25.5,0,-3.98,119.73,111.94,88.17,103.25,98.7,119.42,83.74,92.59,6.2,7.8,7.6,6.2,8,7.2,6.4,7,1.8,982,129.680267333984
5753,5.6,6.8,22.1,5.1,0.2,33,28,0.22,0.93,102.72,98.38,98.6,102.1,99.68,103.94,94.64,104.73,7,6.8,7.8,6.2,8,6,6,6.8,1.5,928,136.902465820313
5691,3.7,7.8,21.6,5.8,2.3,25,34.5,0.25,0.95,100.49,95.65,97.22,98.6,97.22,103.32,96.64,103.69,6.4,7.2,7.4,7.6,6.8,7.8,7.6,7.4,1.6,924,107.53239440918
12787,1.7,3.8,2.6,4.6,3.4,27,29,2.18,-5.43,99.19,99.48,103.12,102.2,105.24,95.94,108.48,105.05,6.8,6,8,7,7.2,7.2,7.8,6.8,1.4,1022,119.366943359375
16915,6.4,1.8,2.2,5,5,28,33.5,3.71,0.8,104.44,103.73,100.4,99.39,107.25,91.52,110.66,110.06,6.2,6.8,7.2,7.2,6.2,7.8,6.6,7.2,1.5,924,105.593910217285
11060,3.1,7.3,0.2,3.7,0.9,30,33.5,3.87,1.42,98.9,98.33,97.02,99.8,101.44,98.11,99.57,98.01,6.2,7.8,6.6,6.2,8,6.6,6.8,7,1.7,972,132.496215820313
14808,0.5,11.3,2.8,14.8,5.2,34,31.5,-13.41,0.91,95.96,91.42,98.25,92.43,91.33,87.09,94.24,82.69,7.8,6.2,7.8,8,6.6,6,6.6,6,1.4,910,90.5866622924805
6057,6,2.9,2.8,2.3,2.7,33.5,31.5,3.9,1.65,97.81,94.67,99.47,101.08,102.06,99.1,99.96,100.39,7,7,7.6,6.6,7.6,7,7,6.4,1.2,932,159.587158203125
8472,1.6,2.9,3.1,1.8,7.7,30.5,33,2.98,0,67.97,97.21,103.22,95.53,110.28,102.21,101.7,96.73,6,7.6,6.2,6,6.2,8,6.6,8,1.3,1026,129.203125
15612,6.8,1.6,3.8,2.8,9.5,33.5,33,3.1,0,68.24,99.66,99.88,93.73,109.17,98.8,100.5,98.11,7,8,7,6.6,7,6.2,7,6.2,1.7,1002,129.171539306641
2870,7.4,3.3,1.5,0.7,3.1,33.5,35,3.63,4.37,97.22,92.05,107.6,101.4,100.87,101.2,93.98,97.02,6.8,6.8,6.8,7.8,8,7.2,6.6,7.4,1.2,912,111.166511535645
552,16.6,4.2,22.1,6,16.7,31.5,30,3.22,-8.48,96.01,99.47,97.31,98.1,101.81,99,97.91,98.79,8,7.2,7.4,7.2,8,6.2,6.4,8,1.7,1024,131.266418457031
8810,5.3,7.6,22.6,7.2,3.5,26.5,32.5,0.25,0.91,99.48,97.4,97.42,99.3,100.08,100.96,95.59,104.21,7.2,6.4,7,6.2,7.2,7,8,6.6,1.5,1016,144.013671875
5156,1.7,4.3,22.9,5.7,3.4,31,31.5,0.27,0.95,101,98.67,100.69,100.5,96.92,102.6,95.02,103.79,6.4,6.2,7.4,8,6.4,6.2,7,6,1.3,992,121.217430114746
13561,7.2,6.5,9.5,11.2,4.4,30.5,30,19.12,-3.25,97.91,97.41,132.07,129.65,127.9,130.25,104.03,103.22,7,7.8,6,7.8,6.6,8,7.8,6.6,1.8,1042,143.291397094727
7763,4,12.7,1.3,14.7,0.6,34.5,32.5,-13.33,1.08,94.53,90.97,96.41,93.35,91.7,88.65,93.4,80.64,6.4,7.4,7,7,7.8,6.2,6,6.2,1.7,910,114.44384765625
6580,2,2.2,1,2.4,4.4,35,25,4.17,5.6,97.8,91.76,101.18,97.61,100.84,97.12,97.68,99.8,6,8,6.4,7.2,7.6,7.8,6,6,1.8,1010,102.017639160156
6599,4.7,7.4,3.6,10.6,2.6,33,29,0,-4.07,116.09,111.15,89.14,106.07,98.11,118.81,81.44,91.3,6.8,6,7.4,7.8,6.4,7.2,6.2,7.4,1.3,962,155.5087890625
11835,7.6,6.7,10.2,11,8.1,35,32.5,21.84,-3.01,97.61,97.7,129.33,129.39,129.44,127.05,102.18,102.19,7.8,6.2,6,6.4,6.6,6.2,8,7.8,1.3,1008,159.660003662109
10983,1.4,5.9,0.3,5.9,1.4,27,34.5,1.86,-5.08,97.42,102.92,101.91,100.98,102.43,96.53,108.05,104.74,7.4,7,7.6,6,7.4,6.4,7,6.6,1.5,1026,146.270431518555
14937,21.7,2.6,29.8,3.2,17.3,32.5,34,21.84,0.3,98.01,99.4,155.55,153.84,142.53,143.71,101.58,101.07,8,7.2,7,7.4,6.2,6.8,6.6,6.8,1.5,978,105.768409729004
5434,2.9,3.1,1.8,1.8,4,27.5,32.5,-2.71,0,63.96,96.5,102.06,104.75,102.31,101.19,97.81,61.04,6.8,7.4,6.8,6.4,8,7,6,8,1.3,902,106.782493591309
4283,1.7,12.5,1.9,12,4.9,34.5,30,-11.61,1.01,93.77,90.61,98.54,93.44,92.34,87.26,94.33,83.19,7.2,6,7,7.2,8,6.4,6.2,7,1.5,1026,126.849685668945
947,11.2,12,26.2,9,10,29,31.5,-3.67,-4.95,100.09,98.49,104.75,103.94,97.6,93.47,109.67,105.54,7.2,8,6,7.8,7.6,7.4,7.2,6.4,1.2,928,106.355690002441
11987,3.5,0.2,0.6,1.9,8,30.5,33,3.18,0,68.11,96.73,102.31,94.96,111.27,101.9,101.7,99.78,6.4,6.6,7.4,7.6,6.2,7.8,6,6.2,1.8,1020,110.759330749512
14796,7.4,3,1.9,2.6,5.8,33,25,-2.83,0,64.41,97.86,104.13,104.54,100.69,99.67,98.6,60.38,7,7.6,6.4,7.2,8,7.6,7.4,7.8,1.4,902,142.576431274414
1505,4.8,14.3,22.9,13.2,7,35,32,0.28,-0.82,94.75,96.15,99.29,104.45,95.81,96.53,92.98,93.26,8,6,6.6,6,7.6,6.8,8,6,1.5,900,126.831512451172
10891,5.5,6.5,14.5,6,4.1,33.5,32.5,2.84,1.82,99.2,99.57,105.25,102.57,105.26,98.9,102.21,100.4,6.6,6.4,6.4,7.8,7.8,6.8,7.6,8,1.7,1058,109.731025695801
7153,2.2,3.1,2.5,2.3,11.2,32,34,3.03,0,67.1,98.29,102.72,92.41,109.73,99.7,99.3,99.88,6,8,7.2,7.8,7.2,7,7.8,7.2,1.8,1030,135.622299194336
5442,5.2,12.9,18.1,13.4,7.8,29,33,0.29,-0.81,97.33,96.82,100.29,107.3,94.94,97.5,92.98,94.58,6.2,7,6.6,6.2,7.2,7.8,7.4,6.8,1.8,904,86.0425262451172
4340,5.4,6.7,12,5.8,8.2,25.5,27.5,2.54,-9.86,101.29,101.57,98.2,104.65,99.38,103.02,98.1,99.09,6.6,8,6,6.4,6.2,6,7.8,7,1.2,924,133.943084716797
4787,8.3,9.5,24.9,13.2,12.1,31,30,-3.74,-4.88,99.4,96.92,104.13,100.25,95.65,93.84,111.78,105.12,6.2,6.8,6.8,6.8,7.8,7.4,8,6,1.4,1052,107.468978881836
1405,4.8,2.5,6.4,1.9,7.9,33.5,34,4.25,6.58,100.7,93.33,102.1,98.4,101.25,96.73,98.64,98.6,7.8,6.6,6.8,6,7.2,6.8,7.8,6,1.6,1016,142.199645996094
5295,18.4,1.9,29.8,2.2,17.9,29.5,25.5,21.55,0.32,96.53,97.51,151.74,157.39,140.82,142.42,102.2,101.69,7,7.4,6,7.8,6,7.6,7,8,1.4,1032,129.828308105469
4354,3.8,0.7,2,1,2.7,25.5,33.5,-2.82,0,63.76,98.15,104.23,101.85,101.9,99.87,100.28,61.41,7,6.2,7.6,6,6.4,7.2,6,7.6,1.8,954,132.662124633789
15773,18.9,3.3,29.9,6.6,22.9,27,33.5,22.37,0.28,98.1,99.7,152.35,156.61,144.23,144.29,104.04,101.48,6.2,6.2,7.8,7.6,6,6.2,7.6,7.8,1.7,1042,106.959922790527
16379,7.7,3.6,17.1,4.9,4.8,34,29.5,2.64,2.07,97.81,99.48,104.94,104.33,104.22,100.48,99.4,100.6,7.6,7,8,7.2,7.4,7,7.6,6.4,1.3,1048,113.638679504395
8757,1.8,0.7,1.3,0.7,8.9,29,32,2.74,4.24,127.87,112.75,124.3,128.09,122.33,127.99,110.05,118.54,6.4,6.8,7.2,8,7.6,7.2,7.6,6.6,1.7,912,129.088592529297
8578,4.2,1.5,1.6,2.5,5.9,26,28.5,3.09,4.5,129.16,112.97,125.03,125.56,120.87,125.21,109.49,118.3,6.8,7.8,7.8,6.4,7.2,6.4,7.8,6.4,1.6,1016,123.199516296387
13420,3.3,2.4,2.9,0.6,7.2,26,25,-2.98,0,64.67,96.6,104.64,104.33,100.58,103.12,98.01,60.56,7.4,6.8,7.4,6.2,7,6.2,7,6.6,1.3,936,146.425262451172
11651,6.7,7.2,11.8,3.7,9,33,26,3.05,-9.88,101.6,103.62,101.2,101.16,102.21,101.39,101.1,101.1,6.8,6,7.4,7.6,6.6,8,7.6,6.6,1.5,980,111.535331726074
1613,2.6,12.6,0.2,10,1.1,27.5,29.5,-13.11,0.96,93.39,88.09,98.63,92.8,91.24,87.87,94.43,81.38,7.8,6.8,6.2,6.6,7.4,8,6.6,7.4,1.3,940,102.001686096191
10982,3.1,1.6,0.5,2.4,7,31.5,32.5,-3.22,0,64.35,95.63,101.44,102.99,102.92,103.12,98.6,61.04,7.6,7.4,7.2,6.2,7.2,6.6,6.6,6.8,1.2,1018,150.956039428711
5449,21.1,2.4,29.6,5.2,17.8,33,30.5,25.97,0.28,96.43,98.9,150.21,155.07,142.95,146.3,100.46,100.36,6,6.2,6.4,6,6.4,6,6,6,1.4,988,114.085136413574
15168,3.7,1.8,1.5,3.2,3.5,28.5,31.5,1.97,-4.8,97.22,100.8,101.6,101.08,104.1,97.41,107.09,105.26,7.6,7.2,7.6,7.2,7,7.2,7.4,7.4,1.7,982,104.454032897949
1158,0.5,7.8,19.1,7.6,0.3,27,32.5,0.26,1.07,100.59,98.38,100.88,101.8,100.37,100.45,95.4,105.77,6.8,6.6,6.8,7,6.8,6.4,6.4,7.4,1.7,934,131.422943115234
15106,4.6,0.2,2.8,0.7,11.4,33.5,32,3.17,4.64,129.67,114.22,122.82,128.6,123.79,127.49,111.82,116.67,7.8,7.2,7.6,7.4,7.4,7.8,8,8,1.3,992,125.882186889648
14123,3.2,11,1.5,9.1,1.5,31.5,26,-13.18,1.02,93.96,91.33,96.41,90.32,92.53,87.35,94.71,82.45,7.6,7.6,7.6,6.2,7,8,7.6,6.8,1.2,922,117.03955078125
3141,3.9,7.6,16.5,5.8,5.3,32,34,2.78,2.02,100.99,97.12,101.93,104.74,102.36,99.29,100.3,101.5,6.6,6.2,6.8,6.8,8,6.4,6.2,7,1.5,940,137.048873901367
15863,3,2.4,0.8,2,1.3,32,30.5,-3,0,64.54,96.21,101.54,105.26,99.57,100.48,100.48,59.41,6.2,6,6.2,6.4,7,7.6,6,7.4,1.7,976,127.046424865723
4522,19.7,8.2,18.9,3.2,19.4,27.5,34,3.19,-7.2,94.66,96.33,96.53,98.79,100.9,99.3,98.9,99.18,6.2,7,7.8,6.4,6.8,6.4,6.4,6.8,1.2,1052,161.409591674805
8189,10.4,11.6,23.3,9.2,10.2,34,25,-3.61,-5.09,97.81,99.38,102.99,102.71,96.62,91.7,110,107.56,6.4,6.4,7.2,8,7.2,6.2,8,8,1.2,1024,114.995544433594
7965,7.1,3.9,16.6,8.6,7.3,29,31.5,2.53,2.09,99.1,99.18,102.34,101.75,102.15,100.38,99.4,97.9,6.2,6.8,6.2,6.2,6.2,7,6,7.4,1.8,1020,97.3980255126953
7187,1,3.8,18.3,5.8,4.5,35,31.5,0.24,0.91,101.3,97.4,98.21,99.6,100.37,104.24,96.54,104,6.4,6.6,6.6,7.4,7.4,7.6,7.4,7.8,1.6,1036,100.08154296875
12649,2.4,9,1.5,3.3,4.1,29.5,27,0.64,0,69.69,102.92,107.31,121.61,94.19,110.9,96.31,66.75,6.2,6.6,6.8,6.6,7.4,8,7,7.6,1.6,910,97.5851669311523
2655,3.1,6,16.8,6.3,4,33.5,28,2.39,1.82,98.31,99.57,102.96,104.02,102.87,100.28,99.8,101,7.6,7.2,8,7.6,6.4,6,6.2,7.2,1.3,1052,126.498687744141
2572,5.7,12,1.1,15.1,2.8,30,29.5,-11.99,1.09,93.96,88.54,96.22,90.69,92.16,88.57,94.15,80.64,7.4,7.4,7.8,7.8,6.2,6,7,6.6,1.7,1010,126.961372375488
6161,3.2,0.4,5.1,4.9,7.6,27,31,4.22,6.34,100.8,91.11,103.53,97.91,103.11,96.82,95.74,101.6,7.4,7,7.8,6.4,6.6,7.4,7,6.2,1.6,986,139.136444091797
4135,8.8,11.2,21.1,14.9,6.3,25.5,27.5,0.29,-0.76,96.18,95.77,100.19,104.56,97.15,98.67,95.53,96,7,7.2,6.2,6.4,7.2,6,6.8,7.8,1.6,926,125.279319763184
16999,6.7,4.7,4.4,3.7,2.3,26.5,30.5,4.38,0.72,101.76,106.26,100.4,98.7,106.08,91.62,112.8,108.44,7.2,6.4,7.6,7.8,7.8,6.2,6.6,7,1.7,924,101.601959228516
11003,5,4.5,1.8,4.9,1.2,33.5,30.5,3.98,1.36,99.8,97.27,97.61,97.41,103.4,99.8,98.98,99.5,8,8,7.2,6,7.8,7.2,7,6,1.8,1048,132.850860595703
5179,7.4,6,1.3,6.1,8.5,32.5,34.5,26.68,1.02,107.88,95.44,139.44,139.59,127.4,125.13,105.15,101.33,6,8,6.6,7.6,7.4,7.4,7,6.8,1.7,962,153.437728881836
14146,6.9,0.4,2.5,1.7,5.1,32,26.5,-3.1,0,64.28,97.86,104.23,104.13,103.53,99.87,96.73,59.47,6.4,6.6,7.4,8,6.4,7.8,6.6,7.4,1.8,908,100.635406494141
3554,9.3,11.1,24.6,10.2,10.6,34.5,27.5,-3.79,-4.95,97.41,98.99,101.34,102.91,97.5,92.91,111.67,107.25,7.4,6.4,6,7.4,6.8,6.8,8,8,1.3,1008,108.992027282715
432,11.9,12.9,23.7,13.6,7.7,28,25.5,-3.22,-4.81,100.49,99.57,104.23,100.46,98.38,93.94,111,105.86,6.2,8,6.8,6.2,6,6.8,8,7.2,1.4,1050,148.125228881836
11671,7.1,4.7,5,2.8,7,34,31,3.64,0.84,101.87,106.68,101.1,99.88,107.78,92.99,111.67,107.14,6.2,7.4,7.2,7.6,6.8,6.6,8,6.8,1.5,950,134.447204589844
7106,2.1,6.2,21.4,6.5,5.3,28.5,25,0.25,1.05,101.4,97.89,98.11,101.7,97.42,102.09,96.93,103.06,7.8,6.8,7,6.6,7.8,6.8,7.2,6.4,1.7,1044,134.203384399414
8126,6.2,8.4,2.4,3,4.7,33.5,25,0.55,0,72.18,102.72,109.8,122.69,92.69,111.46,95.46,68.38,6.8,7.8,6.8,8,7.2,6.6,8,7.8,1.4,1010,119.39591217041
2977,0.8,7.2,22.4,5.9,2.5,27,30.5,0.22,0.96,102.92,98.77,99,102,98.7,103.22,95.78,101.92,6.4,7.2,6.8,6.8,7,6.2,6.8,8,1.5,954,142.358489990234
16607,17.2,5.7,17.4,7.7,15.4,27.5,26,3.19,-7.39,97.17,96.63,98.19,96.83,102.11,97.91,98.11,98.69,8,6.8,7.4,6.6,6.2,8,7.4,8,1.4,1054,128.811645507813
16864,0.8,3.7,1.1,5.3,4.6,25.5,28.5,3.81,1.64,98.6,94.76,99.07,100.99,104.12,101.29,96.73,99.69,7.8,7.8,6,6,6.4,6.4,7.6,8,1.8,928,100.963745117188
16536,6.4,2.6,0.2,3.9,6.7,32,28.5,4.1,0.8,103.72,106.57,98.6,96.83,106.08,91.62,113.59,110.06,6,7,6.4,7.4,7.8,8,6.8,7.6,1.6,918,140.930557250977
4069,4.9,4.4,19.7,5.1,2.5,27.5,29.5,0.23,0.91,100.08,96.43,99.3,101.7,98.3,103.52,97.12,105.56,6.6,6.6,6.8,7.8,7.2,7.6,7,7.6,1.8,982,132.486175537109
12145,1.1,6.4,0.1,7,4.4,27,34,2.05,-4.86,99.78,101.2,99.68,104.04,104.51,98.58,107.3,102.37,6.6,6.4,6.4,8,7.8,7.8,6.6,6,1.3,998,152.853591918945
17056,3.1,10.3,17.6,16.6,8.7,32.5,27.5,0.27,-0.8,97.72,94.63,100.8,106.45,94.37,97.4,96.29,94.96,7.2,6.8,7,6.2,6.6,8,6.4,6.6,1.4,954,142.299362182617
3291,0.7,3.4,2.6,0.7,6.5,28.5,27.5,3.68,3.24,96.8,108.59,84.13,102.87,98.98,106.66,91.95,100.9,7.2,7.6,6,6,6.4,6.8,6.4,7.6,1.4,910,153.269195556641
14693,6.5,9.9,8.8,9.6,3.3,32.5,34,21.64,-3.27,97.22,97.31,129.06,127.69,128.28,127.17,104.96,104.34,7.4,7.4,6.2,6.4,6.4,8,6.2,6.6,1.2,992,173.927261352539
5191,2.9,7.6,21.5,8.5,0.4,34.5,33.5,0.22,0.99,101.4,95.84,100.59,100.8,97.42,102.4,95.11,105.14,6,7.2,6.8,6.2,7.4,6.2,6.4,7.6,1.6,982,104.686531066895
15995,5.6,3.9,11.6,4.5,8.6,29,26.5,2.94,-9.09,102.62,101.57,101.1,100.86,100.89,100.17,100.8,101.81,6.8,7.2,6.2,7.2,6.4,6.6,6.8,6,1.8,972,142.745056152344
15738,0.8,2.8,2.5,3.1,1.4,31,35,4.31,2.75,95.44,106.88,84.56,102.67,98.19,106.76,92.04,98.3,6.2,6.4,7.6,7.4,6.2,6,6,7.6,1.4,1028,114.102279663086
6953,5.3,5.9,14.7,5.8,6.9,34,27,2.96,-9.52,101.19,102.19,100.8,101.88,103.02,102.1,99.7,99.39,6.8,6,7.6,7.4,6.2,6,6,6.6,1.6,970,144.47900390625
2534,8.7,12.3,20.3,12.7,7.9,32.5,27,0.33,-0.85,97.14,94.91,101.81,107.19,95.42,95.94,95.34,93.26,6.2,7.2,7.2,7.2,7.2,7.8,6.2,6.4,1.2,1034,126.656433105469
11019,9.4,1.4,14.5,8.6,7.6,27,27.5,2.9,-8.17,102.82,104.55,98.4,101.78,99.98,101.49,100.2,100.8,6,6.6,7,6.6,7.2,6,7.8,7.4,1.8,996,115.446601867676
3117,5.4,6.9,14.3,8.7,8.1,29,30,20.72,-3.24,98.79,98,131.94,131.86,128.41,128.2,104.85,104.45,7.8,7,7.2,7.4,6.8,7.8,6.6,7.8,1.3,1046,178.191497802734
16085,5.5,2.4,21.6,7.1,4.4,25,32.5,0.24,1.07,101.4,98.77,97.71,100.7,98.8,102.7,94.73,103.17,7.2,7.6,7.6,8,8,8,6,6.4,1.3,912,118.363204956055
7412,8.9,7.7,11.6,6.2,7.5,29.5,29,2.42,1.88,100.29,98.69,103.28,102.26,101.63,97.02,102.01,99.5,6.2,7.4,6.2,6.2,6.6,6,6.8,6.6,1.4,926,104.427299499512
3688,5.5,2.9,17.7,6.2,3.4,28,29.5,0.24,1.07,100.59,99.35,97.81,100.7,98.9,102.81,94.54,105.87,7.8,7.8,6.4,7.2,7.6,7.2,6.6,6.4,1.8,916,120.651695251465
14324,8.4,9.6,26,11.3,7.1,32,26,-3.72,-5.36,99.1,100.16,102.06,103.22,97.01,93.29,112,105.65,6.4,7.6,6.4,6,7,8,7.6,6.2,1.6,954,107.784637451172
5919,1.5,7.8,17.7,3.3,3.4,27,28.5,0.26,1.01,102.11,98.57,100.59,99.1,100.18,100.55,95.97,104.42,7,7,7.4,7.4,7.2,6.2,7.6,6.8,1.3,954,123.428352355957
8302,8,7.5,11.4,8.7,4.1,29,31.5,21.16,-3.21,99.48,98.29,131.8,130.82,128.16,127.94,102.18,101.78,6.6,7.6,6.4,6.8,6.4,7.4,6.6,8,1.8,962,117.639770507813
12613,3.4,1.9,2.2,1.1,6.9,32.5,28,2.74,4.63,129.29,114.45,124.17,124.29,121.48,124.83,109.6,117.6,6.4,6.4,6.6,7.6,6.4,6.4,6,6.4,1.5,1010,144.394500732422
88,6.8,0.9,5.1,3.2,2.1,31,28,4.14,0.87,101.35,103.1,99.8,98.89,104.91,91.07,110.66,105.96,7.6,6.2,6.4,7.8,6.2,7.6,6.6,7,1.4,936,144.597442626953
12187,6.3,2.7,3.9,2.2,7.1,25,26.5,3.53,0,66.9,99.47,99.98,93.92,109.17,100.2,100.7,98.99,7.4,6.8,7.8,6,7.6,7.2,7.6,7.4,1.4,1014,153.17121887207
4268,4.9,1.7,1.5,0.5,6.3,25.5,31.5,3.13,4.49,126.45,113.65,124.79,128.85,123.91,128.12,110.71,119,8,7,7,7,6.2,7.4,6.8,6.2,1.6,1038,112.644668579102
15835,2.9,7.7,1.1,2,4.9,31,31,0.56,0,71.18,101.1,108.17,121.61,93.91,113.15,95.08,68.85,6.2,6.4,7,7,7.4,6.8,6,6.2,1.6,1036,143.127212524414
4699,7.6,3.3,0.4,2.4,7.3,27.5,33,4.38,0.86,102.48,106.05,101.9,99.58,108.53,90.97,111.11,108.55,6.6,6.8,7.2,7.6,7.6,6.6,7.6,7.4,1.2,1048,165.475067138672
3751,5.6,7,14.3,8.1,7.7,31,35,19.96,-2.94,99.68,98.58,132.98,131.08,128.28,126.66,104.24,102.39,6.8,7,8,6.6,7.6,7.6,6,7.6,1.5,934,148.950668334961
